Question ID,Subject,Year,World,Level,Topic,Learning Objective,Curriculum Alignment,Cambridge Alignment,Question Type,Question,Instructions,Option A,Option B,Option C,Option D,Correct Answer,Explanation,LearnBot Tip,Voice Script,Visual Type,Visual Description,Difficulty,XP,Status,Version,QA Notes
ENG-Y1-FW-L05-Q001,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Multiple Choice,Which word completes the sentence: I ___ a cat.,Choose one answer.,see,go,to,my,see,I see a cat is a correct sentence.,Read the whole sentence.,Listen carefully. Which word completes the sentence: I ___ a cat.,english-card,Sentence strip: I blank a cat with a cat picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q002,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Multiple Choice,Which word means one thing: ___ apple,Choose one answer.,the,a,my,we,a,"A apple is not natural, but this level checks the sight word a before a noun.",The word a often comes before one thing.,Listen carefully. Which word means one thing: ___ apple,english-card,One apple picture with sentence blank apple.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q003,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Multiple Choice,Which sight word is in this sentence: We can go.,Choose one answer.,we,blue,fish,cat,we,We is a sight word in the sentence.,Find the word exactly.,Listen carefully. Which sight word is in this sentence: We can go.,english-card,Sentence card We can go.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q004,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Multiple Choice,Which word completes: This is ___ bag.,Choose one answer.,my,go,see,it,my,This is my bag makes sense.,My means it belongs to me.,Listen carefully. Which word completes: This is ___ bag.,english-card,Child holding a bag with sentence This is blank bag.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q005,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Multiple Choice,Choose the sight word: like,Choose one answer.,lake,like,lick,line,like,Like is the sight word.,Look at every letter.,Listen carefully. Choose the sight word: like,english-card,Four word cards with similar shapes.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q006,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Multiple Choice,Which word completes: It ___ hot.,Choose one answer.,is,am,go,to,is,It is hot is a correct sentence.,Read the sentence aloud.,Listen carefully. Which word completes: It ___ hot.,english-card,Hot sun picture with sentence It blank hot.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q007,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Match Pairs,Match sight words to meanings.,Match each item to its partner.,I = me,see = look,my = belongs to me,,I = me; see = look; my = belongs to me,"These pairs match: I = me, see = look, my = belongs to me.",Match one pair at a time.,Listen carefully. Match sight words to meanings.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q008,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Match Pairs,Match sentence starters.,Match each item to its partner.,I = I see,We = We can,It = It is,,I = I see; We = We can; It = It is,"These pairs match: I = I see, We = We can, It = It is.",Match one pair at a time.,Listen carefully. Match sentence starters.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q009,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Match Pairs,Match sight words to simple clues.,Match each item to its partner.,the = a known thing,can = able to,like = enjoy,,the = a known thing; can = able to; like = enjoy,"These pairs match: the = a known thing, can = able to, like = enjoy.",Match one pair at a time.,Listen carefully. Match sight words to simple clues.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q010,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Match Pairs,Match words to sentence use.,Match each item to its partner.,go = We go,to = go to,a = a cat,,go = We go; to = go to; a = a cat,"These pairs match: go = We go, to = go to, a = a cat.",Match one pair at a time.,Listen carefully. Match words to sentence use.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
